Nombre,Ingredientes,Pasos
setas al ajillo con gambas,200 g de setas 12 colas de langostinos o gambas Sal 2 cucharadas soperas de aceite de oliva 1 guindilla 6 dientes de ajo picados,1 Ponemos dos cucharadas de aceite de oliva y echamos el ajo picado en una sartén. 2 Cuando el ajo se vaya dorando añadimos las setas limpias y cortadas en trozos. 3 Dejamos que se reduzcan las setas y se rehoguen bien. 4 Cuando las setas están bien rehogadas añadimos las gambas o langostinos y una pizca de sal... Yo añado aquí la guindilla porque no me gusta que las setas al ajillo queden muy picantes... 5 Y listo... también se le puede añadir a las setas con gambas al ajillo un par de huevos y sería un revuelto exquisito... aunque a mí hoy me apetecía sólo. ¡Gracias por ver la receta!
brochetas de pollo a la plancha,2 pechugas de Pollo 2 Cebollas 2 Pimientos verdes 1 Pimiento rojos 1 chorro de Aceite oliva virgen extra 1 pizca de Sal 1 pizca de Pimienta negra molida,1 En primer lugar para preparar estas brochetas de pollo y verduras a la plancha comenzamos limpiando las pechugas de pollo y les quitamos la piel (si la tienen) y cualquier resto de grasa que les quede. Las cortamos en daditos de aproximadamente el mismo tamaño las ponemos en un bol y ponemos sal y pimienta. Removemos bien y reservamos. Truco: Puedes utilizar el aliño para brochetas de pollo que se te antoje pero yo prefiero ponerle solamente sal y pimienta. 2 Lavamos y secamos los pimientos y los abrimos les quitamos el rabito y las semillas del interior. Los partimos en cuadrados de un tamaño similar a los dados de pollo que hemos cortado. Reservamos. 3 Por último pelamos la cebolla y la partimos en cuadrados de un tamaño similar al de los cuadrados de pimiento y los dados de pechuga de pollo. Separamos las capas y reservamos. 4 Para montar las brochetas de pollo y pimiento necesitaremos palillos de madera. Vamos pinchando y alternando trozos de cebolla de pollo y de pimiento tal y como veis en estas brochetas a la plancha de la portada o siguiendo el orden que más os guste. 5 Cuando tengamos todas las brochetas de pollo y verduras listas pintamos la plancha con un chorrito de aceite de oliva y cuando esté caliente las colocamos encima. Las vamos girando para que se hagan bien por todos lados y las retiramos del fuego cuando estén hechas.Si no podéis ponerlas todas a la vez tendremos que cocinar las brochetas a la plancha por tandas. O también se pueden hacer en la barbacoa. 6 No olvidéis acompañar las brochetas de pollo a la plancha de una deliciosa ensalada de patata o de pepino y elegid un buen postre como una tarta de queso o un risotto dulce con chocolate para hacer una comida redonda.
sandwich de tempeh,3 rebanadas de Pan integral 2 lonchas de Tempeh 4 hojas de Lechuga variada 2 cucharadas soperas de Cilantro fresco 5 rodajas de Pepino 2 cucharadas soperas de Mayonesa vegetal 1 cucharada sopera de Brotes de alfalfa 1 cucharada sopera de Aceite de sésamo 1 cucharadita de Vinagre de arroz 2 cucharaditas de Salsa de soja ½ cucharadita de Azúcar moreno,1 En primer lugar empezaremos a hacer este sándwich de tempeh preparando la vinagreta. Macera el tempeh mezclando en en bol la salsa de soja el aceite de sésamo el vinagre de arroz y el azúcar. Remueve bien para incorporar los ingredientes. Pon las lonchas de tempeh en el bol y deja macerar media hora. 2 A continuación calienta una sartén y cocina el tempeh macerado por ambos lados hasta que se dore un poco. 3 Tuesta las rebanadas de pan y úntalas con la mayonesa vegana. En la rebanada inferior coloca varias hojas de lechuga los brotes y las rodajas de pepino. Coloca la segunda rebanada de pan el resto de lechuga el tempeh y la última rebanada de pan.En realidad puedes rellenar de cualquier hortaliza que te guste este sándwich vegetal vegano. 4 Corta el sándwich de tempeh en 2 triángulos y sírvelo acompañado con unas patatas al horno con romero por ejemplo.
pastel de setas y avellanas,400 gramos de harina de espelta (o la que tengáis en casa) 200 gramos de mantequilla 1 huevo 1 pizca de sal 400 gramos de setas variadas 1 diente de ajo 5 ramas de tomillo fresco (o 1 cucharadita de tomillo seco) 175 mililitros de nata líquida para cocinar 3 huevos 1 cucharada sopera de avellanas tostadas,1 Para hacer nuestro pastel de setas y avellanas primero elaboraremos la masa: poner en un bol amplio la harina la pizca de sal el huevo y la mantequilla cortada en trocitos. Utilizar preferiblemente una amasadora y si no disponemos de ella amasar con las manos. 2 Si notáis la masa un poco seca añadir un chorrito de agua y seguir amasando. La masa debería despegarse con facilidad de las paredes del bol. 3 Formar una bola con la masa envolver en papel film y reservar en la nevera 30 minutos. 4 Mientras nuestra masa reposa haremos el relleno para nuestro pastel de setas al horno: Trocear las setas grandes pero no muy finas es mejor encontrarse los trozos más enteros. Lo mismo con los champiñones. 5 A continuación en una sartén amplia poner un poquito de aceite incorporar el diente de ajo fileteado. Si vais a utilizar tomillo fresco añadir sólo las hojitas desechando el tallo. Si el tomillo que vais a usar es el seco añadir directamente a la sartén. 6 Incorporar las setas y saltear un poco. Añadir un poco de sal. Retirar del fuego y reservar hasta que la masa del pastel salado esté lista. 7 Precalentar el horno a 200 ºC. Engrasar un molde rectangular alargado de 10 cm de ancho por 35 cm de largo. Reservar. Sacar de la nevera la masa para hacer nuestro pastel de setas y avellanas y estirar con ayuda de un rodillo de cocina. Poner encima del molde y pasar el rodillo para quitar el exceso de masa (podéis congelar la masa sobrante para otra preparación). Truco: podéis utilizar otro molde que tengáis a mano por casa. 8 Asentar bien la masa con las manos y pinchar el fondo con un tenedor. 9 Y seguimos con el relleno de nuestro pastel de setas al horno. En un bol poner la nata los huevos la pizca de nuez moscada un poco de sal y pimienta negra recién molida al gusto. Batir con ayuda de unas varillas. 10 Repartir las setas por toda la base de la tarta salada. ¡Ya casi está la receta fácil de pastel de setas y avellanas! 11 Verter por encima la mezcla de huevos y nata. Hornear nuestro pastel de setas y avellanas a 200 ºC con calor arriba y abajo durante 30 minutos. La superficie de la tarta tiene que quedar dorada. 12 Y por último decorar el pastel salado con las avellanas partidas por la mitad. Servir tibio o frío. 13 Cuando tenemos invitados en casa este tipo de pastel de setas y avellanas es una opción estupenda pues se puede preparar con antelación. Si os ha gustado y queréis ver más recetas mías os invito a mi blog Cakes para ti.
setas en salsa de nata,750 gramos de Setas variadas 250 gramos de Champiñones 200 gramos de Pechuga de pollo cocida 200 mililitros de Nata para cocinar 1 vaso de Vino blanco 1 chorro de Aceite de oliva virgen extra 1 pizca de Sal 1 pizca de Pimienta negra molida 1 pizca de Ajo molido 1 pizca de Pimentón dulce,1 Comenzamos esta receta de setas y champiñones en salsa de nata lavando y limpiando las setas y si son muy grandes las partimos en trozos más pequeños. También lavamos y cortamos en láminas los champiñones. Reservamos. 2 En una sartén amplia ponemos un chorrito de aceite de oliva virgen extra y cuando esté caliente añadimos las setas y los champiñones. Removemos con frecuencia durante unos diez minutos. 3 Añadimos el medio vaso de vino el pimentón la sal la pimienta y el ajo removemos y dejamos cocinar. Mientras tanto partimos el pollo en daditos. 4 Añadimos el pollo a la sartén dejamos cocinar y cuando las setas estén casi hechas añadimos la nata. Removemos para mezclar bien rectificamos si fuera necesario de sal y dejamos cocinar las setas con nata líquida unos cinco minutos más. 5 Servimos el pollo con salsa de setas y nata ¡y buen provecho! Este plato de setas en salsa de nata admite dejarlo listo con antelación ya que se puede calentar ya sea en la sartén o en el microondas lo que lo convierte en una opción ideal para llevar en tupper al trabajo.
empanada de pisto con atun y huevo,2 láminas de Hojaldre 1 Cebolla 1 Pimiento verde 1 lata de Tomate natural triturado (500 gr) 3 latas de Atún 3 Huevos cocidos 1 pizca de Sal 1 pizca de Azúcar 1 chorro de Aceite 1 Huevo batido,1 Empezamos por reunir todos los ingredientes de la lista. Para hacer los huevos cocidos deberás ponerlos en agua hirviendo unos 15 minutos luego deja enfriar. Pica la cebolla y el pimiento finamente. 2 Para hacer el relleno de la empanada de hojaldre empezamos por hacer el sofrito. Entonces poner aceite en una sartén profunda y saltear la cebolla junto con el pimiento.Cuando la cebolla esté transparente añadir el tomate remover y dejar que se sofría todo junto. Corregir la sazón del sofrito con una pizca de sal y azúcar para nivelar la acidez del tomate. 3 Cuando el sofrito esté listo apagamos el fuego y añadimos el atún previamente escurrido junto con el huevo duro troceado. Para hacer esta empanada con pisto y atún hemos usado latas de atún pequeñas. 4 Para terminar con el relleno mezclamos todo bien y terminamos colocando la mezcla de pisto atún y huevo en un colador de malla fina así eliminamos el exceso de líquido de las verduras.Dejamos enfriar por completo al menos una hora. 5 Cuando vayamos a armar nuestra empanada extendemos una de las láminas de masa de hojaldre en una fuente apta para horno previamente forrada con papel vegetal.Colocamos por encima el relleno bien extendido dejando un centímetro a los filos sin rellenar. Humedecemos estos filos y ponemos encima la otra lámina de hojaldre.Sellar los bordes con un tenedor e ir pinchando toda la superficie. Para terminar pintamos con huevo batido. 6 Introducir en la parte baja del horno y cocinar con calor arriba y abajo unos 35 minutos a 180 ºC. Si la empanda casera se dora mucho por arriba cubrir con papel de plata por encima y cambiar la programación del horno con calor solo abajo.Sacar cuando la empanada esté dorada y se vea crujiente. Dejar enfriar destapada. 7 Disfruta de la empanada de pisto con atún y huevo y sorprende a todos en casa con un super plato profesional. Este tipo de empanadas se pueden hacer de distintos sabores así que no dudes en hacer tus propias creaciones o seguir otras recetas como la empanada gallega de carne.
bocadillo de tofu y verduras,100 gramos de Tofu ½ Berenjena 2 hojas de Lechuga 1 Tomate seco ½ Zanahoria 2 Pepinillos 1 cucharada sopera de Aceite vegetal ½ cucharadita de Cúrcuma ½ cucharadita de Sal 1 barra de Pan vegano 1 cucharadita de Mostaza dulce,1 Lo primero que debemos hacer para preparar este bocadillo vegano será cortar el tofu en láminas rectangulares. Aparte en un bol mezclamos una cucharada de aceite con la cúrcuma y la sal y removemos bien. Colocamos las láminas de tofu dentro y las cubrimos bien con el marinado. Dejamos marinar 10 minutos. 2 Mientras se marina el tofu preparamos el resto de verduras. Laminamos los pepinillos y la berenjena rallamos la zanahoria y cortamos el tomate seco en trocitos. 3 A continuación calentamos bien una sartén o la plancha y cocinamos el tofu y las berenjenas por ambos lados hasta que se doren un poco. 4 Cortamos el pan por la mitad a lo largo. Untamos las dos partes con un poco de mostaza o cualquier otra salsa (mayonesa vegana ketchup etc.) y como una opción puedes tostar el pan. Recuerda que para hacer este bocadillo sin carne hemos decidido usar un pan vegano pero si tu dieta te lo permite puedes usar cualquier tipo de pan especial para bocatas. 5 Montamos el bocadillo de tofu y verduras colocando sobre la parte inferior del pan las láminas de berenjena las hojas de lechuga el tofu los pepinillos el tomate seco y terminamos con la zanahoria rallada. Cubrimos el bocadillo con la parte superior del pan y fijamos con un palillo para servir. 6 Este bocadillo de tofu y verduras está súper rico ya verás cómo te sorprende su sabor y si te preguntas cuándo comerlo pues te recomiendo incluirlo en tu menú de fin de semana como plato principal o como cena.En mi blog Vegspiration podrás encontrar más ideas como esta si tienes pensando convertirte en vegano o vegetariano. ¡No dejes de ver mis otras recetas!
sandwich de pollo desmenuzado,½ Pechuga de pollo asada (sobras de pollo) 2 lonchas de Queso ½ Aguacate 1 cucharada sopera de Mayonesa 4 puñados de Tomates cherry 1 pizca de Pimienta recién molida 1 pizca de Sal 3 rebanadas de Pan de molde,1 Para hacer este sándwich de pollo asado lo mejor es tener sobras de pollo da igual de lo que sea o pollo a la plancha guisado incluso pollo frito. En todo caso lo que debes hacer es desmenuzar el pollo lo más fino posible y saltearlo un poco en la sartén para calentarlo.Si tienes pollo fresco entonces puedes hacer un pollo a la plancha sencillo. 2 Antes de retirar el pollo de la sartén corta los tomates cherry por la mitad y mezclalos con el pollo desmenuzado. La idea es que se calienten y se asen un poco. Reserva. 3 Para hacer nuestro sándwich de tres pisos empezamos por untar mayonesa en una de las lonchas de pan de molde. Luego colocamos el queso y el aguacate cortado en tiras. Sazonamos con una pizca de sal y pimienta.Yo he utilizado pan integral pero puedes usar cualquier tipo de pan para hacer nuestro sándwich de pollo desmenuzado. En cuanto a la mayonesa puedes usar mayonesa casera o una mayonesa de aguacate. 4 Seguidamente añadimos el pollo asado con tomates añade una buena porción procurando que no se caiga por los lados por ello lo mejor es desmenuzar muy bien el pollo. 5 Para terminar de armar el sándwich de pollo y mayonesa repetimos la operación. Es decir colocamos otra capa de pan mayonesa queso y pollo. Yo he preferido colocar aguacate solo en la primera capa pero esto es al gusto. 6 Coloca la tapa y listo ¡dale un buen bocado a tu sándwich de pollo desmenuzado! Este bocadillo lo puedes hacer para el almuerzo o para la cena es buenísimo y lo mejor es que una forma muy original de aprovechar las sobras de pollo. No olvides dejarme tus comentarios y contarme qué te pareció la receta.
sandwich de pechuga de pollo con tomate,2 Panes multicereales para sándwich 3 lonchas de Pechuga de pollo 4 lonchas de Queso 1 Tomate 1 puñado de Rodajas de pepinillo encurtido 1 chorro de Salsa de tomate y curry picante,1 Lo primero que haremos para preparar este sándwich de pechuga de pollo con tomate es lavar el tomate y cortarlo en rodajas. ReservamosAbrimos los panes para sándwich y los ponemos en un plato. En cada una de las partes ponemos un chorrito de salsa de tomate y salsa de curry en en centro. Truco: La salsa la podéis variar según vuestro gusto. 2 Seguidamente en la parte de la base del sándwich ponemos una loncha de pechuga de pollo cocida encima una de queso cubrimos con una loncha de pollo ponemos otra loncha de queso y por último una de pollo. Truco: Podéis cambiar las lonchas de pollo por pavo o jamón de york. 3 A continuación ponemos dos o tres rodajas de tomate encima y un puñado de rodajas de pepinillo encurtido. Entonces cerramos el sándwich de pechuga de pollo con tomate con la otra parte del pan ¡y la cena está lista!Podemos acompañarlo de una ensalada casera y tendremos una cena sana y nutritiva o de unas patatas fritas o unas cortezas y darnos un capricho. ¡Buen provecho!
quiche de tomates cherry y queso,1 lámina de Pasta brisa 15 Tomates cherry 1 lata de Anchoas en aceite 15 Aceitunas negras deshuesadas 3 Huevos 200 mililitros de Nata líquida 100 mililitros de Leche 100 gramos de Queso rallado Albahaca en hoja 60 gramos de Queso mozzarella 1 cucharadita de Sal 1 pizca de Pimienta negra molida,1 El primer paso para elaborar este quiche de tomates cherry y queso es precalentar el horno a 180 ºC.A continuación forramos un molde para tartas con la pasta brisa la pinchamos con un tenedor y le ponemos un puñado de legumbres secas en el fondo para que no leude. Horneamos durante 12 o 15 minutos o hasta que empiecen a dorarse los bordes.Por otro lado cortamos las aceitunas en rodajas y los filetes de anchoa por la mitad. Y aparte batimos los huevos con la nata y la leche salpimentamos añadimos la mitad del queso rallado y mezclamos bien. 2 Retiramos las legumbres de la masa para quiche y repartimos en el fondo los tomates cortados por la mitad las aceitunas y las anchoas. 3 Vertemos la mezcla de huevos y nata sobre la quiche casera y espolvoreamos con el queso rallado restante. 4 Horneamos el quiche de tomate y queso entre 25 y 30 minutos o hasta que la superficie empiece a dorarse.Entonces lavamos las hojas de albahaca y las secamos bien. Cortamos el queso mozzarella en trozos pequeños y los distribuimos sobre el quiche de tomates cherry caliente junto a la albahaca. 5 Finalmente acabamos de hornear el quiche de tomates cherry y queso hasta que se gratine y la dejamos enfriar un poco antes de servir.Si te interesa descubre también esta receta de quiche de verduras o visita mi blog La Cocina de Catina para ver muchísimas más.
quiche de atun y queso,1 lámina de Hojaldre redondo 350 gramos de Atún en aceite 1 Pimiento rojo asado 3 Tomates maduros pero firmes 2 Huevos 1 Cebolla 200 mililitros de Nata para cocinar o Crema de leche 1 pizca de Sal 1 pizca de Pimienta negra molida 1 cucharadita de Orégano 120 gramos de Queso rallado,1 Para empezar ponemos el atún a escurrir el aceite. Aparte en una sartén ponemos una cucharadita de aceite de oliva y cuando esté caliente añadimos la cebolla previamente pelada y cortada finamente y pochamos. Truco: Podéis utilizar el aceite de la conserva del atún para pochar la cebolla. 2 Mientras picamos el pimiento rojo asado y lo añadimos a la sartén junto con el atún cuando la cebolla empiece a ponerse transparente. Salteamos durante 4-5 minutos.Retiramos del fuego y vertemos en un bol amplio. Añadimos los tomates pelados y troceados los huevos batidos como si fuésemos a preparar una tortilla y la nata para cocinar.Para sazonar el relleno de nuestra quiche de atún ponemos sal y pimienta negra molida al gusto junto con una cucharadita generosa de orégano mezclamos muy bien. Truco: Podemos utilizar masa de hojaldre o una masa quebrada como base. 3 Sacamos la lámina de hojaldre del frigorífico y la desenrollamos. Dejamos el papel de hornear que la envuelve en la base para que sea sencillo desmoldar la quiche una vez horneada y la ponemos en nuestro molde para tartas presionando ligeramente para darle la forma del molde. Vertemos la mezcla y cubrimos con abundante queso rallado.Recuerda que también puedes usar masa quebrada sin gluten para hacer la quiche de atún y queso. 4 Introducimos en el horno precalentado a 180º C y horneamos durante unos 30 minutos aproximadamente o hasta que los bordes se vean dorados y crujientes y el queso esté fundido y doradito. 5 La quiche de atún y queso la podemos servir directamente o esperar a que se enfríe y tapada con film guardarla en el frigorífico. Fría también está muy buena y con un golpe de calor en el microondas estará casi como recién hecha ¡Buen provecho!
kebab de salchicha,2 Tortillas de maíz para kebab 4 Salchichas para perritos 4 Lonchas de queso 1 chorro de Salsa kebab 1 puñado de Cebolla frita,1 El primer paso para hacer este kebab de salchicha es poner en la tortilla de maíz un poco de salsa kebab en el centro ponemos un puñadito de cebolla frita. la cubrimos con dos lonchas de queso (una junto a la otra en vertical) y colocamos dos salchichas de Frankfurt abiertas por la mitad a lo largo (en total cuatro mitades) sobre el queso. También podéis utilizar pan de pita o durum para prepararlo. Truco: Podéis usar la salsa que más os guste y/o freír las salchichas en la sartén previamente para hacer el kebab casero. 2 Enrollamos el bocadillo de salchichas dándole forma de kebab y lo ponemos en el grill o la parrilla caliente para que quede sellada y crujiente la tortilla de maíz y el queso del interior se funda. Truco: Si sois de buen comer podéis poner tres salchichas en el kebab casero ¡pero tened cuidado al enrollar! 3 Finalmente servimos el kebab de salchichas acompañado de unas patatas al horno o fritas y/o una ensalada variada... ¡y a disfrutar!
quiche de brocoli y jamon de pavo,1 lámina de Masa quebrada 200 gramos de Jamón o pechuga de pavo cocida 2 Huevos 1 Cebolla mediana 300 gramos de Brócoli 200 mililitros de Nata para cocinar 1 pizca de Sal 1 pizca de Nuez moscada 1 pizca de Pimienta negra molida 1 chorro de Aceite de oliva virgen extra 100 gramos de Queso rallado,1 Comenzamos a preparar nuestra quiche de brócoli y jamón de pavo partiendo el brócoli y lo hacemos al vapor o hervido según nos guste. Reservamos.Por otro lado pelamos la cebolla y la partimos en trocitos pequeñitos. En una sartén ponemos un chorro de aceite de oliva y cuando esté caliente añadimos la cebolla. 2 Partimos la pechuga de pavo cocida en daditos.Cuando la cebolla que tenemos al fuego empiece a estar transparente añadimos el brócoli y los daditos de pavo. Sazonamos con sal pimienta y nuez moscada y salteamos durante unos minutos. 3 Retiramos del fuego y ponemos en un bol amplio. Añadimos los dos huevos ligeramente batidos como si fuéramos a preparar una tortilla y la nata y mezclamos bien. Si fuera necesario rectificamos de sal. 4 Desenrollamos la lámina de masa quebrada (también la podéis hacer casera) y la ponemos en un molde redondo cubriendo bien la base. Vertemos la mezcla del pastel de brócoli y pavo y espolvoreamos con queso rallado. Truco: Dejad en la base el papel que enrolla la lámina de masa quebrada al ponerla en el molde y será facilísimo desmoldarla. 5 Introducimos la quiche de brócoli y queso en el horno precalentado a 180 ºC y horneamos hasta que los bordes se vean dorados y crujientes y el queso se haya derretido. Aproximadamente tardará de 25 a 30 minutos aunque depende mucho del horno. 6 Una vez horneada podemos servir la quiche de brócoli y jamón de pavo recién hecha o guardar en el frigorífico tapada con film transparente una vez se haya enfriado por completo ¡Buen provecho!
quiche vegano de verduras,2 tazas de Arroz cocido (350 gramos) ½ taza de Leche de arroz 1 taza de Harina de garbanzos ½ cucharadita de Sal 250 gramos de Tofu blando 1 cucharada sopera de Tomate concentrado 1 unidad de Zanahoria 1 unidad de Puerro 1 unidad de Cebolla 2 dientes de Ajo 1 cucharada sopera de Aceite vegetal 1 pizca de Sal 1 pizca de Pimienta,1 Lo primero que tenemos que hacer para elaborar este quiche vegano de verduras es preparar la masa. Para ello en un bol grande mezclamos el arroz cocido y la leche de arroz. Añadimos poco a poco la harina de garbanzos removiendo bien hasta que se forme una masa densa y bien manejable. Truco: Se puede utilizar cualquier tipo de leche vegetal. 2 Engrasamos un molde redondo con bordes altos y colocamos la masa de quiche vegana dentro. Con las manos o con una cuchara damos la forma del molde a la masa de la quiche sin lácteos. 3 Precalentamos el horno a 180 ºC y horneamos la masa de la quiche vegana unos 5 minutos. 4 Mientras tanto preparamos el relleno. Trituramos el tofu en la batidora. Picamos la cebolla los ajos el puerro y rallamos la zanahoria. Truco: Si usas tofu duro añade varias cucharadas de leche de soja para obtener un relleno para la quiche vegana de tofu más suave. 5 Calentamos el aceite en una sartén y sofreímos la cebolla el ajo y el puerro. Añadimos la zanahoria y cocinamos hasta que se ablande. A continuación añadimos el tofu triturado el tomate concentrado y salpimentamos. Salteamos el relleno de la quiche vegana fácil otros 10 minutos removiendo de vez en cuando. 6 Una vez listo rellenamos el quiche de tofu y verduras y lo horneamos unos 15 minutos. Cuando esté dorado ya podremos servir el quiche vegano de verduras caliente o dejarlo enfriar y servirlo frío.
sandwich de atun y huevo duro,2 rebanadas de Pan de molde integral con semillas 1 unidad de Huevo duro 1 unidad de Cebolleta 1 lata de Atún en aceite 1 bote de Aceitunas rellenas 3 hojas de Lechuga 1 bote de Mayonesa,1 Lo primero que hay que hacer para preparar este sándwich de atún y huevo duro será cocer los huevos en un cazo con abundante agua. Cuando empiece a hervir el agua los dejaremos 10 minutos luego los sacamos los enfriamos en agua fría y los pelamos. 2 Preparamos todos los ingredientes. Yo voy a utilizar pan de molde integral con semillas para preparar este sándwich de atún mayonesa y lechuga pero puedes utilizar el que tú quieras. 3 Cogemos el pan de molde integral y lo untamos con salsa mayonesa por una de las caras de cada rebanada. 4 Encima pondremos el huevos duro cortado a rodajas. 5 Seguido pondremos el atún en aceite pero primero escurriremos el aceite. 6 Cogeremos unas cuantas aceitunas rellenas las podemos cortar por la mitad y las colocamos encima del sándwich de atún y mayonesa. 7 Cortamos la cebolleta en rodajas finas y ponemos la cantidad que nos guste encima de sándwich de atún gourmet. 8 Encima de todo ponemos un par de cucharadas más de mayonesa o de otra salsa que te guste más. 9 Y sobre esto pondremos la lechuga que previamente habremos lavado. La podemos poner las hojas enteras o cortada a trozos. 10 Tapamos el sándwich de atún y huevo duro con la otra rebanada. Apretaremos un poco para que quede pegado a la mayonesa y no se mueva. 11 ¡Y ya estará listo para servir! Queda muy bueno. Tenéis que probarlo porque os gustará mucho ya veréis. Este sándwich de atún y huevo duro es muy sencillo pero el conjunto está riquísimo.
